Alert Book for allief@tda on 7/19/23

Alert Book
Sent,Alert ID,Context,Trigger,Current,Options,Status
7/19/23 01:55:02,2304868581,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:23:09,2304900809,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:11:38,2304910446,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:09:01,2304896306,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:45:58,2304918952,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:35:38,2304975656,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 01:44:56,2304866196,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:10:01,2304846278,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 09:02:54,2304991681,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:47:58,2304866628,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 03:05:25,2304882742,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 01:11:37,2304859164,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:19:07,2304848218,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:09:37,2304910090,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 06:14:15,2304925505,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:18:43,2304912352,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 04:16:06,2304898966,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 02:06:09,2304872050,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:51:38,2304932935,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:30:25,2304928521,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:47:23,2304853640,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:21:29,2304968035,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:53:53,2304892400,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 07:41:06,2304950701,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:31:14,2304850967,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:17:06,2304847917,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:29:34,2304971894,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:54:03,2304920735,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:01:18,2304957898,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:23:45,2304913504,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:17:32,2304884847,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 05:01:32,2304908713,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:01:57,2304894340,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 02:02:07,2304870995,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:49:46,2304983094,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 01:51:00,2304867623,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 09:00:53,2304990990,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 04:54:28,2304907370,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:34:15,2304851420,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:59:30,2304856355,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 08:24:32,2304969386,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 03:04:24,2304882572,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:51:02,2304920112,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:08:00,2304846074,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:36:16,2304851763,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 00:07:00,2304845985,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:48:35,2304932477,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:52:52,2304892264,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:37:43,2304888083,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 07:30:00,2304947371,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:20:07,2304848857,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 02:27:21,2304876294,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:03:24,2304882449,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 07:10:48,2304940517,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:28:38,2304886774,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:20:44,2304912991,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 02:10:11,2304872778,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:50:36,2304932820,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 08:31:35,2304972800,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 05:49:01,2304919667,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:19:19,2304926343,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 06:53:39,2304933862,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 03:59:56,2304893039,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 07:46:09,2304952848,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 00:54:27,2304855321,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 07:43:07,2304951628,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 01:42:55,2304866034,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 03:57:55,2304892861,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
7/19/23 07:47:09,2304953136,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 04:59:31,2304908132,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars True,,Reverse crossover: Silent,Triggered
7/19/23 02:16:15,2304873697,DE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to shared_rp_wsb_MACD()."Diff" from 1 bars ago and DIMinus("length" = 5) is less than or equal to 13.5 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 within 10 bars False,,Reverse crossover: Silent,Triggered
