Alert Book for BREEZESCREAMER@tda on 2/28/24

Alert Book
Sent,Alert ID,Context,Trigger,Current,Options,Status
1/16/24 10:43:10,18022176,NOC (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.7 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3.7 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to -5 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 16 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 87 and DIaf("select" = "WEEK")."DIg" is less than or equal to 20.5  True,False,Reverse crossover: Silent,Active
1/16/24 09:26:04,17982527,TTD (3 Days),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and DIMinus("length" = 5) is less than or equal to 11.5 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 90 and shared_rp_wsb_MACD()."Value" is greater than or equal to 1 and DIaf("select" = "WEEK")."DIg" is less than or equal to 10.6 and DIaf("select" = "MONTH")."DIg" is less than or equal to 19 and shared_rp_wsb_DMI()."DIr" is greater than or equal to 42 True,N/A,Reverse crossover: Silent,Active
1/15/24 14:48:40,17962066,WSO (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 12 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 2 and shared_rp_wsb_MACD()."Value" is greater than or equal to 12.4 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to 3 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 6 and DIaf("select" = "WEEK")."DIg" is less than or equal to 15.3 and DIaf("select" = "MONTH")."DIg" is less than or equal to 19.1 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 86 and StochRSIaf("select" = "WEEK")."K" is greater than or equal to 88  True,False,Reverse crossover: Silent,Active
1/15/24 13:33:41,17961202,WSO (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 18 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.7 and shared_rp_wsb_MACD()."Value" is greater than or equal to 11.3 and MACDaf("select" = "THREE_DAYS")."Diff" is greater than or equal to 2.4 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 11 and DIaf("select" = "WEEK")."DIg" is less than or equal to 9.2 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 12 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 10.5 True,False,Reverse crossover: Silent,Active
1/15/24 12:48:12,17960255,WSO (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 13.8 and shared_rp_wsb_MACD()."Diff" is less than or equal to -0.9 and shared_rp_wsb_MACD()."Value" is less than or equal to -1 and MACDaf("select" = "THREE_DAYS")."Diff" is less than or equal to -1.8 True,False,Reverse crossover: Silent,Active
1/14/24 18:50:39,17949376,ALGT (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 12.2 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 4 and DIPlus("length" = 5) is greater than or equal to 27 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 0 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 8 and DIaf("select" = "WEEK")."DIg" is less than or equal to 13.8 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -4.6 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 86.5 True,False,Reverse crossover: Silent,Active
1/14/24 18:28:14,17949104,ALB (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 19 and shared_rp_wsb_MACD()."Value" is greater than or equal to 7 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 2.2 and DIaf("select" = "WEEK")."DIg" is less than or equal to 13.5 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 17.6 and DIaf("select" = "MONTH")."DIg" is less than or equal to 17.2 True,False,Reverse crossover: Silent,Active
1/14/24 16:30:27,17947930,ALB (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.4 and shared_rp_wsb_MACD()."Value" is greater than or equal to 7.1 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.9 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to -7.1 and DIaf("select" = "WEEK")."DIg" is less than or equal to 17.3 True,False,Reverse crossover: Silent,Active
1/14/24 03:45:56,17943430,BX (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 11.4 and shared_rp_wsb_MACD()."Value" is greater than or equal to 9 and DIaf("select" = "WEEK")."DIg" is less than or equal to 14 True,False,Reverse crossover: Silent,Active
1/11/24 12:24:43,17734647,ISRG (Day),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 14 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 80 and shared_rp_wsb_MACD()."Value" is greater than or equal to 4 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 8 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 19 and DIaf("select" = "WEEK")."DIg" is less than or equal to 10 True,False,Reverse crossover: Silent,Active
1/11/24 12:14:54,17732199,BURL (Day),DIMinus("length" = 5) is less than or equal to 12.5 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 65.5 and shared_rp_wsb_MACD()."Value" is greater than or equal to 4.4 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 1 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 7.6 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 80 and DIaf("select" = "WEEK")."DIg" is less than or equal to 11.3 True,False,Reverse crossover: Silent,Active
12/31/23 03:44:52,16615653,COST (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Value" is greater than or equal to 10 and shared_rp_wsb_DMI()."DIg" is less than or equal to 8.7 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 2 and StochRSIaf("select" = "WEEK")."K" is greater than or equal to 50 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 80 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 2.4 True,False,Reverse crossover: Silent,Active
12/29/23 01:56:42,16496329,URI (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 10.6 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 95 and DIaf("select" = "WEEK")."DIg" is less than or equal to 18 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 3.4 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to 5.7 and DIaf("select" = "MONTH")."DIg" is less than or equal to 18.7 True,False,Reverse crossover: Silent,Active
12/24/23 18:17:31,16160766,ASML (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 13.9 and DIaf("select" = "WEEK")."DIg" is less than or equal to 8 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 75 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 3.9 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 15.6 and DIMinusAF("select" = "MONTH") is less than or equal to 12 and MACDaf("select" = "MONTH")."Value" is greater than or equal to 29 and DIMinusAF("select" = "QUARTER") is less than or equal to 15.1 True,N/A,Reverse crossover: Silent,Active
12/24/23 15:21:23,16159724,ACN (3 Days),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and DIMinus("length" = 5) is less than or equal to 14 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.8 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -3.5 and DIMinusAF("select" = "MONTH") is less than or equal to 16.3 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 0.3 and DIMinusAF("select" = "WEEK") is less than or equal to 14 and MACDaf("select" = "MONTH")."Value" is greater than or equal to 5 True,False,Reverse crossover: Silent,Active
12/24/23 10:25:51,16157632,RETL (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 16 and DIPlus("length" = 5) is greater than or equal to 36.96 and shared_rp_wsb_MACD()."Value" is greater than or equal to 0.4 and DIMinusAF("select" = "THREE_DAYS") is less than or equal to 5.6 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 0.3 and DIMinusAF("select" = "WEEK") is less than or equal to 7.5 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -0.1 and DIMinusAF("select" = "MONTH") is less than or equal to 22 True,False,Reverse crossover: Silent,Active
12/24/23 09:27:34,16157204,GOOGL (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 71 and DIMinus("length" = 5) is less than or equal to 14.3 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.8 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 9 and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 90 and DIMinusAF("select" = "WEEK") is less than or equal to 12.4 True,False,Reverse crossover: Silent,Active
12/24/23 08:14:58,16156618,TDOC (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 10.4 and shared_rp_wsb_MACD()."Value" is greater than or equal to 0.68 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to -0.1 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.8 and DIaf("select" = "WEEK")."DIg" is less than or equal to 10.3 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -1.5 and DIaf("select" = "MONTH")."DIg" is less than or equal to 23 True,N/A,Reverse crossover: Silent,Active
12/24/23 03:39:09,16155160,BA (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 11.5 and shared_rp_wsb_MACD()."Value" is greater than or equal to 1.15 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.9 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to 4.9 True,False,Reverse crossover: Silent,Active
12/24/23 03:35:21,16154764,GS (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 72 and DIMinus("length" = 5) is less than or equal to 9 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3.4 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 1.78 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.7  and StochRSIaf("select" = "THREE_DAYS")."D" is greater than or equal to 70 True,False,Reverse crossover: Silent,Active
12/24/23 03:34:22,16154591,ISRG (3 Days),"high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 14 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 55 and shared_rp_wsb_MACD()."Value" is greater than or equal to -1


 True",False,Reverse crossover: Silent,Active
12/24/23 03:34:06,16154562,GS (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 72 and DIMinus("length" = 5) is less than or equal to 9 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3.4 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 1.78 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.7 and StochRSIaf("select" = "WEEK")."D" is greater than or equal to 70 True,False,Reverse crossover: Silent,Active
12/23/23 17:40:57,16151588,ILMN (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Value" is greater than or equal to -0.7 and DIMinus("length" = 5) is less than or equal to 13 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 84 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 19 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to -6.7 and DIaf("select" = "WEEK")."DIg" is less than or equal to 19.3 True,False,Reverse crossover: Silent,Active
12/23/23 16:07:00,16151219,TWLO (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 10  and shared_rp_wsb_MACD()."Value" is greater than or equal to 1.6 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.1 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 0.94 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 0.35 and DIaf("select" = "WEEK")."DIg" is less than or equal to 8.4 True,False,Reverse crossover: Silent,Active
12/22/23 11:50:55,16086023,CAT (3 Days),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.6 and DIMinus("length" = 5) is less than or equal to 10.2 and DIaf("select" = "WEEK")."DIg" is less than or equal to 12.4 and StochRSIaf("select" = "WEEK")."K" is greater than or equal to 92 and DIaf("select" = "MONTH")."DIg" is less than or equal to 11.5 True,False,Reverse crossover: Silent,Active
12/22/23 10:08:51,16054710,HD (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 7.2 and DIPlus("length" = 5) is greater than or equal to 44.5 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 16 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3.1 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 5.4 and DIaf("select" = "WEEK")."DIg" is less than or equal to 9.7 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 7.4 True,False,Reverse crossover: Silent,Active
12/21/23 13:19:07,15974256,NTES (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 11 and DIPlus("length" = 5) is greater than or equal to 41 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 9.1 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 3.45 and shared_rp_wsb_MACD()."Value" is greater than or equal to 3 and DIaf("select" = "WEEK")."DIg" is less than or equal to 8 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 1.7 and StochRSIaf("select" = "THREE_DAYS")."K" is greater than or equal to 80 True,False,Reverse crossover: Silent,Active
12/20/23 01:59:11,15728813,BX (Day),"high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 11.4 and shared_rp_wsb_MACD()."Value" is greater than or equal to 2.9 and DIaf("aggregation" = "Select", "select" = "THREE_DAYS")."DIg" is less than or equal to 14 True",False,Reverse crossover: Silent,Active
12/19/23 12:12:58,15671937,CAT (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 13.1 within 4 bars and DIMinus("length" = 5) is less than or equal to 4.6 and DIaf("select" = "WEEK")."DIg" is less than or equal to 6 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 12.9 and MACDaf("select" = "WEEK")."Value" is greater than or equal to 17 and DIaf("select" = "MONTH")."DIg" is less than or equal to 11 True,False,Reverse crossover: Silent,Active
12/19/23 11:05:00,15654486,BA (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 10.1 and shared_rp_wsb_MACD()."Value" is greater than or equal to 1.15 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.35 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 8.5 and DIaf("select" = "WEEK")."DIg" is less than or equal to 9.1 and DIaf("select" = "MONTH")."DIg" is less than or equal to 16 True,False,Reverse crossover: Silent,Active
12/16/23 12:13:04,15448603,QQQ (Day),DIPlus("length" = 5) is greater than or equal to 41 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 11 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 17.6 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 71 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 1.7 and DIaf("select" = "WEEK")."DIg" is less than or equal to 17 True,False,Reverse crossover: Silent,Active
12/15/23 09:30:02,15278499,PAYX (Day),high is greater than or equal to shared_rp_wsb_BollingerBand()."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 8.6 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 80 True,False,Reverse crossover: Silent,Active
12/13/23 09:32:07,14800618,SNPS (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 14 and shared_rp_wsb_MACD()."Value" is greater than or equal to 7.3 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.6 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 16 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 2.6 and MACDaf("select" = "THREE_DAYS")."Diff" is greater than or equal to 0.4 and DIaf("select" = "WEEK")."DIg" is less than or equal to 12.7 and MACDaf("select" = "WEEK")."Diff" is greater than or equal to 0.76 True,False,Reverse crossover: Silent,Active
12/13/23 09:30:03,14798545,FDX (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 8 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 16 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 3.8 and DIaf("select" = "WEEK")."DIg" is less than or equal to 12 True,False,Reverse crossover: Silent,Active
12/13/23 09:30:02,14798265,LULU (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 10 and shared_rp_wsb_MACD()."Value" is greater than or equal to 4.8 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 12.3 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 5.6 and StochRSIaf("select" = "THREE_DAYS")."K" is greater than or equal to 65 and DIPlus("length" = 5) is greater than or equal to 45.8  and MACDaf("select" = "WEEK")."Value" is greater than or equal to 12.1 True,False,Reverse crossover: Silent,Active
12/13/23 09:30:00,14797890,DJP (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 10 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 10 and shared_rp_wsb_StochRSI()."D" is less than or equal to 20 and StochRSIaf("select" = "THREE_DAYS")."D" is less than or equal to 20 True,False,Reverse crossover: Silent,Active
12/11/23 16:38:16,14551780,NSC (3 Days),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 8 and DIaf("select" = "WEEK")."DIg" is less than or equal to 12 and DIPlus("length" = 5) is greater than or equal to 40 and DIaf("select" = "WEEK")."DIr" is greater than or equal to 34 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -2.1 and DIaf("select" = "MONTH")."DIg" is less than or equal to 18.2 True,False,Reverse crossover: Silent,Active
12/11/23 16:21:56,14550946,NSC (Day),high is greater than or equal to reference BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_DMI()."DIg" is less than or equal to 11.1 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 7.2 and shared_rp_wsb_StochRSI()."D" is greater than or equal to 71 and shared_rp_wsb_MACD()."Value" is greater than or equal to 1.65 and MACDaf("select" = "WEEK")."Value" is greater than or equal to -7.6 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 4.6 True,False,Reverse crossover: Silent,Active
12/4/23 13:00:00,13448277,COMP:GIDS (4 hours),StraightLineInformation()."StraightLineInformationDown" is true True,False,Reverse crossover: Silent,Active
11/21/23 19:18:22,11935816,URI (3 Days),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIaf("select" = "WEEK")."DIr" is less than or equal to 12.5 and shared_rp_wsb_MACD()."Value" is less than or equal to -9 and MACDaf("select" = "WEEK")."Value" is less than or equal to -11 and DIaf("select" = "WEEK")."DIr" is less than or equal to 10.4 True,False,Reverse crossover: Silent,Active
11/21/23 15:47:30,11918056,COST (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 11 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1.2 and DIaf("select" = "WEEK")."DIr" is less than or equal to 13 and DIaf("select" = "MONTH")."DIr" is less than or equal to 34 and shared_rp_wsb_DMI()."DIg" is greater than or equal to 30.9 True,False,Reverse crossover: Silent,Active
11/21/23 14:57:02,11905230,COST (Day),low is less than or equal to BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 7.5 and shared_rp_wsb_StochRSI()."D" is less than or equal to 11 and shared_rp_wsb_DMI()."DIg" is greater than or equal to 37 and shared_rp_wsb_MACD()."Value" is less than or equal to -3.8 and MACDaf("select" = "THREE_DAYS")."Diff" is less than or equal to -1.2 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 17.2 and DIaf("select" = "WEEK")."DIr" is less than or equal to 21 True,False,Reverse crossover: Silent,Active
11/20/23 09:30:02,11605049,CI (Day),"DIPlus("length" = 5) is less than or equal to 9.55 and low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" is less than or equal to 5 and DIMinus("length" = 5) is greater than or equal to 32.4 and StochRSI("rsi length" = 13, "k period" = 21, "d period" = 5, "slowing period" = 3)."FullD" is less than or equal to 22 True",False,Reverse crossover: Silent,Active
11/20/23 08:15:24,11594223,CAT (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 12 and shared_rp_wsb_MACD()."Value" is less than or equal to -4 and MACDaf("select" = "WEEK")."Value" is less than or equal to 3.8 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1.9 and DIaf("select" = "WEEK")."DIr" is less than or equal to 10.65 and DIMinus("length" = 5) is greater than or equal to 38.5 and DIaf("select" = "WEEK")."DIg" is greater than or equal to 33 and MACDaf("select" = "WEEK")."Diff" is less than or equal to -2.2 and DIaf("select" = "MONTH")."DIr" is less than or equal to 23.2  True,False,Reverse crossover: Silent,Active
11/17/23 14:28:42,11509756,ALGT (Day),DIPlus("length" = 5) is less than or equal to 12.2 and shared_rp_wsb_MACD()."Avg" is less than or equal to -2.8 and DIMinus("length" = 5) is greater than or equal to 27 and MACDaf("select" = "THREE_DAYS")."Value" is less than or equal to 3 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 15.5 and low is less than or equal to BollingerBands("length" = 21)."LowerBand" and DIaf("select" = "MONTH")."DIr" is less than or equal to 14.8 and MACDaf("select" = "MONTH")."Value" is less than or equal to -18 True,False,Reverse crossover: Silent,Active
11/17/23 09:30:01,11402971,SOXL (Day),"StochRSI("k period" = 21, "d period" = 5, "slowing period" = 3)."FullK" is greater than or equal to 97.7 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and StochRSIrtp()."FullD" is greater than or equal to 94 and shared_rp_wsb_MACD()."Value" is greater than or equal to 1 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 0.32 and DIMinus("length" = 5) is less than or equal to 8 and DIPlus("length" = 5) is greater than or equal to 42 True",False,Reverse crossover: Silent,Active
11/14/23 16:27:10,10936397,ADBE (Day),high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and DIMinus("length" = 5) is less than or equal to 6.5 and shared_rp_wsb_MACD()."Avg" is greater than or equal to 8 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to 13 and DIaf("select" = "THREE_DAYS")."DIg" is less than or equal to 8 and DIaf("select" = "WEEK")."DIg" is less than or equal to 7.7 and StochRSIaf("select" = "WEEK")."K" is greater than or equal to 85 and shared_rp_wsb_StochRSI()."K" is greater than or equal to 90 True,False,Reverse crossover: Silent,Active
11/13/23 15:39:25,10721297,ABNB (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_stochrsi()."K" is less than or equal to 15 and shared_rp_wsb_StochRSI()."D" is less than or equal to 25 and StochRSIaf("select" = "THREE_DAYS")."K" is less than or equal to 20 and DIPlus("length" = 5) is less than or equal to 18.5 and shared_rp_wsb_MACD()."Value" is less than or equal to -3.5 and MACDaf("select" = "THREE_DAYS")."Diff" is less than or equal to -0.98 and MACDaf("select" = "WEEK")."Diff" is less than or equal to -1.4 and DIMinus("length" = 5) is greater than or equal to 40 True,N/A,Reverse crossover: Silent,Active
11/13/23 09:30:02,10587783,AAPL (Day),DIMinus("length" = 5) is less than or equal to 15.5 and high is greater than or equal to BollingerBands("length" = 21)."UpperBand" and shared_rp_wsb_MACD()."Value" is greater than or equal to 0.4 and shared_rp_wsb_MACD()."Diff" is greater than or equal to 1.08 and MACDaf("select" = "THREE_DAYS")."Value" is greater than or equal to -3.17 and DIaf("select" = "WEEK")."DIg" is less than or equal to 25 True,False,Reverse crossover: Silent,Active
11/7/23 09:30:00,10023179,ALB (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and DIPlus("length" = 5) is less than or equal to 16.1 and shared_rp_wsb_MACD()."Value" is less than or equal to -2 and shared_rp_wsb_MACD()."Diff" is less than or equal to 2.8 and DIaf("select" = "WEEK")."DIg" is greater than or equal to 35 and StochRSIaf("select" = "WEEK")."K" is less than or equal to 15 True,False,Reverse crossover: Silent,Active
11/5/23 18:52:06,9854206,MSFT (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_MACD()."Avg" is less than or equal to 0 and shared_rp_wsb_DMI()."DIr" is less than or equal to 16.3 and shared_rp_wsb_MACD()."Diff" is less than or equal to -1 and DIaf("select" = "WEEK")."DIr" is less than or equal to 14 and DIMinus("length" = 5) is greater than or equal to 37 and MACDaf("select" = "WEEK")."Value" is less than or equal to -4.4 and DIaf("select" = "MONTH")."DIr" is less than or equal to 9 True,False,Reverse crossover: Silent,Active
11/5/23 17:32:02,9853066,ILMN (Day),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 21 and shared_rp_wsb_MACD()."Value" is less than or equal to -4 and MACDaf("select" = "THREE_DAYS")."Value" is less than or equal to -5.3 and StochRSIaf("select" = "THREE_DAYS")."D" is less than or equal to 25 and shared_rp_wsb_StochRSI()."D" is less than or equal to 20 and MACDaf("select" = "THREE_DAYS")."Diff" is less than or equal to -2.1 True,False,Reverse crossover: Silent,Active
11/5/23 17:26:06,9853059,ILMN (3 Days),low is less than or equal to reference BollingerBands("length" = 21)."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 10 and shared_rp_wsb_MACD()."Value" is less than or equal to -15 and MACDaf("select" = "WEEK")."Value" is less than or equal to -20 and StochRSIaf("select" = "WEEK")."D" is less than or equal to 25 and shared_rp_wsb_StochRSI()."D" is less than or equal to 20 and shared_rp_wsb_MACD()."Diff" is less than or equal to -2.5 True,False,Reverse crossover: Silent,Active
11/2/23 09:30:10,9645696,PAYX (Day),low is less than or equal to shared_rp_wsb_BollingerBand()."LowerBand" and shared_rp_wsb_DMI()."DIr" is less than or equal to 11 and DIaf("select" = "THREE_DAYS")."DIr" is less than or equal to 10 and DIaf("select" = "WEEK")."DIr" is less than or equal to 10.1  True,False,Reverse crossover: Silent,Active
